Authors,Title,Journal,Abstract
['Janeckova R.'],The role of leptin in human physiology and pathophysiology.,Physiol Res,"This review focuses on current knowledge of leptin biology and the role of leptin in various physiological and pathophysiological states. Leptin is involved in the regulation of body weight. Serum leptin can probably be considered as one of the best biological markers reflecting total body fat in both animals and humans. Obesity in man is accompanied by increased circulating leptin concentrations. Gender differences clearly exist. Leptin is not only correlated to a series of endocrine parameters such as insulin, glucocorticoids, thyroid hormones, testosterone, but it also seems to be involved in mediating some endocrine mechanisms (onset of puberty, insulin secretion) and diseases (obesity, polycystic ovary syndrome). It has also been suggested that leptin can act as a growth factor in the fetus and the neonate."
"['Joliffe IT', 'Morgan BJ.']",Principal component analysis and exploratory factor analysis.,Stat Methods Med Res,"In this paper we compare and contrast the objectives of principal component analysis and exploratory factor analysis. This is done through consideration of nine examples. Basic theory is presented in appendices. As well as covering the standard material, we also describe a number of recent developments. As an alternative to factor analysis, it is pointed out that in some cases it may be useful to rotate certain principal components if and when that is appropriate."
"['Méquinion M', 'Caron E', 'Zgheib S', 'Stievenard A', 'Zizzari P', 'Tolle V', 'Cortet B', 'Lucas S', 'Prévot V', 'Chauveau C', 'Viltart O.']",Physical activity: benefit or weakness in metabolic adaptations in a mouse model of chronic food restriction?,Am J Physiol Endocrinol Metab,"In restrictive-type anorexia nervosa (AN) patients, physical activity is usually associated with food restriction, but its physiological consequences remain poorly characterized. In female mice, we evaluated the impact of voluntary physical activity with/without chronic food restriction on metabolic and endocrine parameters that might contribute to AN. In this protocol, FRW mice (i.e., food restriction with running wheel) reached a crucial point of body weight loss (especially fat mass) faster than FR mice (i.e., food restriction only). However, in contrast to FR mice, their body weight stabilized, demonstrating a protective effect of a moderate, regular physical activity. Exercise delayed meal initiation and duration. FRW mice displayed food anticipatory activity compared with FR mice, which was strongly diminished with the prolongation of the protocol. The long-term nature of the protocol enabled assessment of bone parameters similar to those observed in AN patients. Both restricted groups adapted their energy metabolism differentially in the short and long term, with less fat oxidation in FRW mice and a preferential use of glucose to compensate for the chronic energy imbalance. Finally, like restrictive AN patients, FRW mice exhibited low leptin levels, high plasma concentrations of corticosterone and ghrelin, and a disruption of the estrous cycle. In conclusion, our model suggests that physical activity has beneficial effects on the adaptation to the severe condition of food restriction despite the absence of any protective effect on lean and bone mass."
"['Marrazzi MA', 'Lawhorn J', 'Graham V', ""L'Abbe D"", 'Mullings-Britton J', 'Stack L', 'Eccles T.']","Effects of U50,488, a selective kappa agonist, on atypical mouse opiate systems.",Brain Res Bull,"We have proposed that endogenous opioids play a critical role in the etiology of anorexia nervosa, mediating an auto-addiction, and that atypical opioid systems in mice may be representative of those in anorexia nervosa patients, in contrast to normal humans and rats. A biological predisposition to eating disorders may result from these atypical opioid systems. Definition of these systems as atypical is based on their responses to morphine, which are preferential for the mu receptor subtype. Three patterns have been described in four strains of mice: anorexia with hyperactivity (BALB/C and C57BL/J), anorexia without hyperactivity (DBA/J), and a biphasic curve (CF-1). The latter showed anorexia and hyperactivity at high doses but increased food intake without a change in motor activity at low doses. These patterns contrast to the increase in food intake and sedation in typical species, including rats and normal humans. In the present study, U50,488, a selective kappa agonist, increases food intake in all four mouse strains, as previously reported in rats. Thus, these two agonists have opposite effects on the atypical mouse systems, but similar effects on the typical rat system. The typical and atypical opioid systems respond oppositely to morphine but similarly to U50,488."
['De Souza EB.'],"Corticotropin-releasing factor receptors: physiology, pharmacology, biochemistry and role in central nervous system and immune disorders.",Psychoneuroendocrinology,"Corticotropin-releasing factor (CRF) plays a major role in coordinating the endocrine, autonomic, behavioral and immune responses to stress through actions in the brain and the periphery. CRF receptors identified in brain, pituitary and spleen have comparable kinetic and pharmacological characteristics, guanine nucleotide sensitivity and adenylate cyclase-stimulating activity. Differences were observed in the molecular mass of the CRF receptor complex between the brain (58,000 Da) and the pituitary and spleen (75,000 Da), which appeared to be due to differential glycosylation of the receptor proteins. The recently cloned CRF receptor in the pituitary and the brain (designated as CRF1) encodes a 415 amino acid protein comprising seven putative membrane-spanning domains and is structurally related to the calcitonin/vasoactive intestinal peptide/growth hormone-releasing hormone subfamily of G-protein-coupled receptors. A second member of the CRF receptor family encoding a 411 amino acid rat brain protein with approximately 70% homology to CRF1 has recently been identified (designated as CRF2); there exists an additional splice variant of the CRF2 receptor with a different N-terminal domain encoding a protein of 431 amino acids. In autoradiographic studies, CRF receptors were localized in highest densities in the anterior and intermediate lobes of the pituitary gland, olfactory bulb, cerebral cortex, amygdala, cerebellum and the macrophage-enriched zones and red pulp regions of the spleen. CRF can modulate the number of CRF receptors in a reciprocal manner. For example, stress and adrenalectomy increase hypothalamic CRF secretion which, in turn, down-regulates CRF receptors in the anterior pituitary. CRF receptors in the brain and pituitary are also altered as a consequence of the development and aging processes. In addition to a physiological role for CRF in integrating the responses of the brain, endocrine and immune systems to physiological, psychological and immunological stimuli, recent clinical data implicate CRF in the etiology and pathophysiology of various endocrine, psychiatric, neurologic and inflammatory illnesses. Hypersecretion of CRF in the brain may contribute to the symptomatology seen in neuropsychiatric disorders, such as depression, anxiety-related disorders and anorexia nervosa. Furthermore, overproduction of CRF at peripheral inflammatory sites, such as synovial joints may contribute to autoimmune diseases such as rheumatoid arthritis. In contrast, deficits in brain CRF are apparent in neurodegenerative disorders, such as Alzheimer's disease, Parkinson's disease and Huntington's disease, as they relate to dysfunction of CRF neurons in the brain areas affected in the particular disorder. Strategies directed at developing CRF-related agents may hold promise for novel therapies for the treatment of these various disorders."
"['Wong ML', 'Licinio J', 'Gold PW', 'Glowa J.']",Activity-induced anorexia in rats does not affect hypothalamic neuropeptide gene expression chronically.,Int J Eat Disord,"Hypothalamic neuropeptides are thought to contribute to the pathophysiology of eating disorders. In an animal model with chronic abnormalities of energy expenditure, appetitive behavior, and body weight, without acute food restriction, we found alterations in peripheral levels of adrenocorticotropic hormone and corticosterone, but no alterations in the expression of neuropeptides genes that are known to regulate ingestive behavior and food intake acutely. Our data suggest that activation of hypothalamic-pituitary-adrenal function in activity anorexia may not be due to increased transcription of corticotropin-releasing hormone gene, but might be related to posttranscriptional events or to other neuropeptides, such as arginine vasopressin. Furthermore, we suggest that abnormalities in neuropeptides observed in eating disorders may be caused by acute food restriction, rather than by chronic hyperactivity, anorexia, and low weight."
['Morley JE.'],An approach to the development of drugs for appetite disorders.,Neuropsychobiology,"This review covers some modern concepts in the development of drugs to treat appetite disorders. Specific attention is paid to the peripheral satiety system and the role of gastrointestinal peptides such as cholecystokinin in the pathogenesis of satiety. Alterations in neuropeptide Y and/or peptide YY are suggested to play a role in the pathophysiology of bulimia. Corticotropin-releasing factor is a putative candidate peptide involved in anorexia nervosa. The serotonin reuptake inhibitors fenfluramine and fluoxetene decrease weight in obese subjects. Endogenous opioids modulate the choice of palatable foods. Anorexia in the old appears to be related to a decrease in opioid feeding drive and an excess of the satiety action of cholecystokinin. Other agents involved in weight regulation include those which alter gastric emptying, increase thermogenesis, or modulate fat cell metabolism. It should be stressed that many neurotransmitters that modulate appetite also alter other behaviors, increasing their propensity to produce side effects."
"['Petrovich GD', 'Lougee MA.']",Sex differences in fear-induced feeding cessation: prolonged effect in female rats.,Physiol Behav,"Fear inhibits food intake. Cessation of eating in anticipation of danger is an adaptive response that prepares an organism for an imminent threat, but it could become maladaptive when persistent. To begin to examine the underlying mechanisms, we developed an animal model for fear-cue induced inhibition of feeding. In that preparation, food-deprived rats stop eating when presented with a tone that signals a foot-shock based on prior associations. Here, we examined whether there are sex differences in adult male and female rats. We found that female rats showed sustained fear-cue induced feeding inhibition compared to males during the extinction. During the first of four extinction tests with tone presentations, both male and female rats showed similar, robust cessation of eating. Rats of both sexes that previously received tone-shock pairings ate significantly less than the control rats that received tones without shocks during training. Male rats extinguished this behavior during the second test, while females continued to show the effect during the second and third tests, and extinguished during the fourth test. The findings provide a novel framework for investigation of sex differences in the control of feeding and the underlying brain substrates. The animal model may also be informative for understanding human eating and associated disorders. In particular, the potential contribution of fear in the maintenance of low food intake in anorexia nervosa is hypothesized."
"['Chen J', 'Toyomasu Y', 'Hayashi Y', 'Linden DR', 'Szurszewski JH', 'Nelson H', 'Farrugia G', 'Kashyap PC', 'Chia N', 'Ordog T.']",Altered gut microbiota in female mice with persistent low body weights following removal of post-weaning chronic dietary restriction.,Genome Med,"Background:
        
      
      Nutritional interventions often fail to prevent growth failure in childhood and adolescent malnutrition and the mechanisms remain unclear. Recent studies revealed altered microbiota in malnourished children and anorexia nervosa. To facilitate mechanistic studies under physiologically relevant conditions, we established a mouse model of growth failure following chronic dietary restriction and examined microbiota in relation to age, diet, body weight, and anabolic treatment.
    


          Methods:
        
      
      Four-week-old female BALB/c mice (n = 12/group) were fed ad libitum (AL) or offered limited food to abolish weight gain (LF). A subset of restricted mice was treated with an insulin-like growth factor 1 (IGF1) analog. Food access was restored in a subset of untreated LF (LF-RF) and IGF1-treated LF mice (TLF-RF) on day 97. Gut microbiota were determined on days 69, 96-99 and 120 by next generation sequencing of the V3-5 region of the 16S rRNA gene. Microbiota-host factor associations were analyzed by distance-based PERMANOVA and quantified by the coefficient of determination R2 for age, diet, and normalized body weight change (Δbwt). Microbial taxa on day 120 were compared following fitting with an overdispersed Poisson regression model. The machine learning algorithm Random Forests was used to predict age based on the microbiota.
    


          Results:
        
      
      On day 120, Δbwt in AL, LF, LF-RF, and TLF-RF mice was 52 ± 3, -6 ± 1*, 40 ± 3*, and 46 ± 2 % (*, P < 0.05 versus AL). Age and diet, but not Δbwt, were associated with gut microbiota composition. Age explained a larger proportion of the microbiota variability than diet or Δbwt. Random Forests predicted chronological age based on the microbiota and indicated microbiota immaturity in the LF mice before, but not after, refeeding. However, on day 120, the microbiota community structure of LF-RF mice was significantly different from that of both AL and LF mice. IGF1 mitigated the difference from the AL group. Refed groups had a higher abundance of Bacteroidetes and Proteobacteria and a lower abundance of Firmicutes than AL mice.
    


          Conclusions:
        
      
      Persistent growth failure can be induced by 97-day dietary restriction in young female mice and is associated with microbiota changes seen in lean mice and individuals and anorexia nervosa. IGF1 facilitates recovery of body weights and microbiota."
"['Aravich PF', 'Stanley EZ', 'Doerries LE.']",Exercise in food-restricted rats produces 2DG feeding and metabolic abnormalities similar to anorexia nervosa.,Physiol Behav,"Anorexia nervosa (AN) is associated with a paradoxical reduction in hunger ratings following 2-deoxy-D-glucose (2DG) induced glucose insufficiency. Because of the relationship between exercise and AN, there is interest in the weight-loss phenomenon produced by exercise in food restricted rats. This investigation determined if the weight-loss phenomenon is associated with a paradoxical suppression of food intake following 2DG and if the effect is related to reductions in prevailing glucose and insulin levels. Weight-matched, normal-weight exercised and normal-weight unexercised rats served as controls. As predicted, 2DG reduced food intake in animals subjected to the phenomenon (1.5 h/day food access and 22.5 h/day running wheel access). This effect was related to reductions in plasma glucose and insulin under the conditions that prevailed at the time of injection. Since these changes also occurred in weight-matched controls, they were attributed to the general effects of weight loss. A situational specificity for the ""anorexia"" of the weight-loss syndrome was also demonstrated. Finally, the strengths and weaknesses of the phenomenon as a model of AN were considered."
"['Chrousos GP', 'Schuermeyer TH', 'Doppman J', 'Oldfield EH', 'Schulte HM', 'Gold PW', 'Loriaux DL.']",NIH conference. Clinical applications of corticotropin-releasing factor.,Ann Intern Med,"Ovine and human corticotropin-releasing factors (CRF) have similar potencies in causing adrenocorticotropic hormone (ACTH) and cortisol secretion in normal humans. Using long-acting ovine CRF (1 microgram/kg body weight as an intravenous bolus), we tested patients with Cushing's syndrome, adrenal insufficiency, and psychiatric conditions with mild hypercortisolism. Over 95% of hypercortisolemic patients with a pituitary adenoma responded with increases in plasma ACTH and cortisol concentrations; patients with the ectopic ACTH syndrome had no ACTH or cortisol responses; patients with ACTH-independent hypercortisolism of adrenal origin had low or undetectable plasma ACTH concentrations before and after CRF without any cortisol response. The differences in responses of patients with adrenal insufficiency of primary, pituitary, or suprapituitary type likewise suggest value of the CFR test in their differential diagnosis. The responses in the psychiatric patients should permit differentiation between Cushing's syndrome and hypercortisolism of psychiatric origin."
"['Wable GS', 'Chen YW', 'Rashid S', 'Aoki C.']",Exogenous progesterone exacerbates running response of adolescent female mice to repeated food restriction stress by changing α4-GABAA receptor activity of hippocampal pyramidal cells.,Neuroscience,"Adolescent females are particularly vulnerable to mental illnesses with co-morbidity of anxiety, such as anorexia nervosa (AN). We used an animal model of AN, called activity-based anorexia (ABA), to investigate the neurobiological basis of vulnerability to repeated, food restriction (FR) stress-evoked anxiety. Twenty-one of 23 adolescent female mice responded to the 1st FR with increased wheel-running activity (WRA), even during the limited period of food access, thereby capturing AN's symptoms of voluntary FR and over-exercise. Baseline WRA was an excellent predictor of FR-elicited WRA (severity of ABA, SOA), with high baseline runners responding to FR with minimal SOA (i.e., negative correlation). Nine gained resistance to ABA following the 1st FR. Even though allopregnanolone (3α-OH-5α-pregnan-20-one, THP), the metabolite of progesterone (P4), is a well-recognized anxiolytic agent, subcutaneous P4 to these ABA-resistant animals during the 2nd FR was exacerbative, evoking greater WRA than the counterpart resistant group that received oil vehicle, only. Moreover, P4 had no WRA-reducing effect on animals that remained ABA-vulnerable. To explain the sensitizing effect of P4 upon the resistant mice, we examined the relationship between P4 treatment and levels of the α4 subunit of GABAARs at spines of pyramidal cells of the hippocampal CA1, a parameter previously shown to correlate with resistance to ABA. α4 levels at spine membrane correlated strongly and negatively with SOA during the 1st ABA (prior to P4 injection), confirming previous findings. α4 levels were greater among P4-treated animals that had gained resistance than of vehicle-treated resistant animals or of the vulnerable animals with or without P4. We propose that α4-GABAARs play a protective role by counterbalancing the ABA-induced increase in excitability of CA1 pyramidal neurons, and although exogenous P4's metabolite, THP, enhances α4 expression, especially among those that can gain resistance, it also interferes with α4-GABAARs' protective role by desensitizing α4-GABAARs."
['Cormier C.'],Metabolic bone disease associated with systemic disorders.,Curr Opin Rheumatol,"Osteoporosis occurs in patients with rheumatoid arthritis, acromegaly, anorexia nervosa, chronic liver disease, sickle cell hemoglobinopathies, and mastocytosis. Osteomalacia occurs in patients with renal tubular acidosis, and with tumors."
"['Tennoune N', 'Chan P', 'Breton J', 'Legrand R', 'Chabane YN', 'Akkermann K', 'Järv A', 'Ouelaa W', 'Takagi K', 'Ghouzali I', 'Francois M', 'Lucas N', 'Bole-Feysot C', 'Pestel-Caron M', 'do Rego JC', 'Vaudry D', 'Harro J', 'Dé E', 'Déchelotte P', 'Fetissov SO.']","Bacterial ClpB heat-shock protein, an antigen-mimetic of the anorexigenic peptide α-MSH, at the origin of eating disorders.",Transl Psychiatry,"The molecular mechanisms at the origin of eating disorders (EDs), including anorexia nervosa (AN), bulimia and binge-eating disorder (BED), are currently unknown. Previous data indicated that immunoglobulins (Igs) or autoantibodies (auto-Abs) reactive with α-melanocyte-stimulating hormone (α-MSH) are involved in regulation of feeding and emotion; however, the origin of such auto-Abs is unknown. Here, using proteomics, we identified ClpB heat-shock disaggregation chaperone protein of commensal gut bacteria Escherichia coli as a conformational antigen mimetic of α-MSH. We show that ClpB-immunized mice produce anti-ClpB IgG crossreactive with α-MSH, influencing food intake, body weight, anxiety and melanocortin receptor 4 signaling. Furthermore, chronic intragastric delivery of E. coli in mice decreased food intake and stimulated formation of ClpB- and α-MSH-reactive antibodies, while ClpB-deficient E. coli did not affect food intake or antibody levels. Finally, we show that plasma levels of anti-ClpB IgG crossreactive with α-MSH are increased in patients with AN, bulimia and BED, and that the ED Inventory-2 scores in ED patients correlate with anti-ClpB IgG and IgM, which is similar to our previous findings for α-MSH auto-Abs. In conclusion, this work shows that the bacterial ClpB protein, which is present in several commensal and pathogenic microorganisms, can be responsible for the production of auto-Abs crossreactive with α-MSH, associated with altered feeding and emotion in humans with ED. Our data suggest that ClpB-expressing gut microorganisms might be involved in the etiology of EDs."
"['Narita K', 'Nagao K', 'Bannai M', 'Ichimaru T', 'Nakano S', 'Murata T', 'Higuchi T', 'Takahashi M.']",Dietary deficiency of essential amino acids rapidly induces cessation of the rat estrous cycle.,PLoS One,"Reproductive functions are regulated by the sophisticated coordination between the neuronal and endocrine systems and are sustained by a proper nutritional environment. Female reproductive function is vulnerable to effects from dietary restrictions, suggesting a transient adaptation that prioritizes individual survival over reproduction until a possible future opportunity for satiation. This adaptation could also partially explain the existence of amenorrhea in women with anorexia nervosa. Because amino acid nutritional conditions other than caloric restriction uniquely alters amino acid metabolism and affect the hormonal levels of organisms, we hypothesized that the supply of essential amino acids in the diet plays a pivotal role in the maintenance of the female reproductive system. To test this hypothesis, we examined ovulatory cyclicity in female rats under diets that were deficient in threonine, lysine, tryptophan, methionine or valine. Ovulatory cyclicity was monitored by daily cytological evaluations of vaginal smears. After continuous feeding of the deficient diet, a persistent diestrus or anovulatory state was induced most quickly by the valine-deficient diet and most slowly by the lysine-deficient diet. A decline in the systemic insulin-like growth factor 1 level was associated with a dietary amino acid deficiency. Furthermore, a paired group of rats that were fed an isocaloric diet with balanced amino acids maintained normal estrous cyclicity. These disturbances of the estrous cycle by amino acid deficiency were quickly reversed by the consumption of a normal diet. The continuous anovulatory state in this study is not attributable to a decrease in caloric intake but to an imbalance in the dietary amino acid composition. With a shortage of well-balanced amino acid sources, reproduction becomes risky for both the mother and the fetus. It could be viewed as an adaptation to the diet, diverting resources away from reproduction and reallocating them to survival until well-balanced amino acid sources are found."
"['Petrovich GD', 'Ross CA', 'Mody P', 'Holland PC', 'Gallagher M.']","Central, but not basolateral, amygdala is critical for control of feeding by aversive learned cues.",J Neurosci,"Environmental factors contribute to the motivation to eat and can override homeostatic signals to stimulate eating in sated states, or inhibit eating in states of hunger. In particular, stress, fear, and anxiety have been linked to suppression of eating and anorexia nervosa. Here, we use a rodent model of an aversive cue-induced cessation of feeding. In this setting, food-deprived rats suppress eating when presented with a tone [conditioned stimulus (CS)] that was previously paired with footshocks [unconditioned stimulus (US)]. To begin to delineate the underlying neural circuitry we examined the two regions of the amygdala with well known roles in associative learning--the central nucleus (CEA) and the basolateral area (BLA; includes the basolateral, basomedial, and lateral nuclei). We produced selective, bilateral, neurotoxic lesions of the CEA or BLA, and then trained these rats together with sham-lesioned controls in a behavioral protocol that allowed a test for food consumption in the presence of an aversive CS. Both sham- and BLA-lesioned rats showed inhibition of eating when presented with the CS. In contrast, bilateral, neurotoxic lesions of the CEA abolished this effect. These results demonstrate that the CEA, but not BLA, is critical for control of feeding by an aversive CS. Previously we demonstrated that enhancement of eating by an appetitive CS is dependent on the integrity of BLA, but not CEA. Those findings together with the current results show a double dissociation between amygdalar subsystems that control food consumption by appetitive and aversive learned cues."
"['Gelegen C', 'Pjetri E', 'Campbell IC', 'Collier DA', 'Oppelaar H', 'Kas MJ.']",Chromosomal mapping of excessive physical activity in mice in response to a restricted feeding schedule.,Eur Neuropsychopharmacol,"Excessive physical activity plays an important role in the progression of anorexia nervosa (AN) by accelerating weight loss during dietary restriction. To search for mechanisms underlying this trait, a panel of mouse chromosome substitution strains derived from C57BL/6J and A/J strains was exposed to a scheduled feeding paradigm and to voluntary running wheel (RW) access. Here, we showed that A/J chromosomes 4, 12 and 13 contribute to the development of a disrupted RW activity in response to daily restricted feeding. This pattern is characterized by intense RW activity during the habitual rest phase and leads to accelerated body weight loss. Regions on mouse chromosomes 4, 12 and 13 display homology with regions on human chromosomes linked with anxiety and obsessionality in AN cohorts. Therefore, our data open new roads for interspecies genetic studies of AN and for unraveling novel mechanisms and potential effective treatment strategies for these neurobehavioral traits."
"['Mukherjee N', 'Kidd KK', 'Pakstis AJ', 'Speed WC', 'Li H', 'Tarnok Z', 'Barta C', 'Kajuna SL', 'Kidd JR.']",The complex global pattern of genetic variation and linkage disequilibrium at catechol-O-methyltransferase.,Mol Psychiatry,"Genetic variation at the catechol-O-methyltransferase (COMT) gene has been significantly associated with risk for various neuropsychiatric conditions such as schizophrenia, panic disorder, bipolar disorders, anorexia nervosa and others. It has also been associated with nicotine dependence, sensitivity to pain and cognitive dysfunctions especially in schizophrenia. The non-synonymous single nucleotide polymorphism (SNP) in exon 4--Val108/158Met--is the most studied SNP at COMT and is the basis for most associations. It is not, however, the only variation in the gene; several haplotypes exist across the gene. Some studies indicate that the haplotypic combinations of alleles at the Val108/158Met SNP with those in the promoter region and in the 3'-untranslated region are responsible for the associations with disorders and not the non-synonymous SNP by itself. We have now studied DNA samples from 45 populations for 63 SNPs in a region of 172 kb across the region of 22q11.2 encompassing the COMT gene. We focused on 28 SNPs spanning the COMT-coding region and immediately flanking DNA, and found that the haplotypes are from diverse evolutionary lineages that could harbor as yet undetected variants with functional consequences. Future association studies should be based on SNPs that define the common haplotypes in the population(s) being studied."
"['Duvvuri V', 'Risbrough VB', 'Kaye WH', 'Geyer MA.']",5-HT1A receptor activation is necessary for 5-MeODMT-dependent potentiation of feeding inhibition.,Pharmacol Biochem Behav,"We propose a translational approach to the study of anorexia nervosa (AN) based on our human subject studies where there are characteristic elevations in 5-HT(1A) receptor binding, associated harm avoidance behaviors, reduced impulsivity, and comorbid anxiety disorders. Towards this goal, the hyponeophagia assay was implemented whereby food-deprived mice show increased latency to begin feeding in a novel, anxiogenic environment. The non-selective serotonin agonist, 5-MeODMT, potentiates feeding inhibition compared to the inhibition generated by the anxiogenic environment in a drug-by-environment interaction. Thus, using hyponeophagia in mice, it was possible to study the following key components of AN: anxiety; feeding inhibition; and a modulatory role of the serotonergic system. A major prediction of the proposed AN model is that 5-HT(1A) receptor activation is necessary for feeding inhibition. In support of this model, the 5-HT(1A) receptor antagonist, WAY100635, reverses the 5-MeODMT-dependent potentiation of feeding inhibition. Our findings hint at a mechanistic role for increased 5-HT(1A) receptor activation in restricting-type AN. Further implications for the interplay between anxiety and feeding inhibition in AN are discussed."
"['Solomon MB', 'Jones K', 'Packard BA', 'Herman JP.']",The medial amygdala modulates body weight but not neuroendocrine responses to chronic stress.,J Neuroendocrinol,"Stress pathologies such as depression and eating disorders (i.e. anorexia nervosa) are associated with amygdalar dysfunction, which are linked with hypothalamic-pituitary-adrenal axis (HPA) axis hyperactivity. The medial amygdaloid nucleus (MeA), a key output nucleus of the amygdaloid complex, promotes HPA axis activation to acute psychogenic stress and is in a prime position to mediate the deleterious effects of chronic stress on physiology and behaviour. The present study tests the hypothesis that the MeA is necessary for the development of maladaptive physiological changes caused by prolonged stress exposure. Male rats received bilateral ibotenate or sham lesions targeting the MeA and one half underwent 2 weeks of chronic variable stress (CVS) or served as home cage controls. Sixteen hours post CVS, all animals were exposed to an acute restraint challenge. CVS induced thymic involution, adrenal hypertrophy, and attenuated body weight gain and up-regulation of hypothalamic corticotrophin-releasing hormone mRNA expression. Consistent with previous literature, lesions of the MeA dampened stress-induced increases in corticosterone after 30 min of exposure to acute restraint stress. However, this effect was independent of CVS exposure, suggesting that the MeA may not be critical for modulating neuroendocrine responses after chronic HPA axis drive. Interestingly, lesion of the MeA modestly exaggerated the stress-induced attenuation of weight gain. Overall, the data obtained suggest that the MeA modulates the neuroendocrine responses to acute but not chronic stress. In addition, the data suggest that the MeA may be an important neural component for the control of body weight in the face of chronic stress."
['Dotevall G.'],"Involvement of cardiac, respiratory and gastrointestinal functions in neural responses to stressful events.",Integr Physiol Behav Sci,"In the stress concept, fight and flight situations as well as other CNS-controlled reaction patterns for alertness to danger have to be followed by or integrated with a restorative ""build-up"" process in order to maintain homeostasis. The ""build-up"" process can be studied physiologically for example after regular exercise or training. Under these conditions there is a decrease in resting sympathetic adrenergic activity and an increase in the parasympathetic vagal activity. A theoretical model for the ""build-up"" process in psychosomatic gastroenterology has previously been presented. The present paper deals with the ""build-up"" process in cardiovascular and respiratory tract diseases seen in athletes. Anorexia nervosa related to excess physical training is also discussed as well as the ""build-up"" process in severe obesity and psychosomatic gastroenterological disorders."
"['Finger BC', 'Schellekens H', 'Dinan TG', 'Cryan JF.']",Is there altered sensitivity to ghrelin-receptor ligands in leptin-deficient mice?: importance of satiety state and time of day.,Psychopharmacology (Berl),"Background:
        
      
      Several fine-tuned and interconnected hypothalamic peptidergic systems orchestrate the regulation of energy homeostasis in the body. The orexigenic peptide ghrelin and the anorexigenic peptide leptin are among the most important, and both have been implicated in the development of eating disorders from obesity to anorexia nervosa.
    


          Objectives:
        
      
      The goal of these studies was to examine the response of leptin-deficient ob/ob mice in ghrelin-receptor ligands in a food intake task.
    


          Methods:
        
      
      Changes in cumulative food intake were measured after peripheral administration of ghrelin (1 and 2 nmol/10 g) and the ghrelin-receptor antagonist (D-Lys(3))-GHRP-6 (66.6 and 133.3 nmol/10 g) in obese and lean control mice during the light and dark cycle as well as in a state of food restriction. Hypothalamic ghrelin and ghrelin-receptor expression was measured in ob/ob and lean mice at two different timepoints.
    


          Results:
        
      
      Ghrelin increased food intake in lean and obese mice in the light and dark cycle, whereas the ghrelin-receptor antagonist caused significantly stronger reduction in food intake in obese mice only in the dark cycle. After fasting, ob/ob mice displayed decreased light cycle sensitivity to the anorexigenic effects of the ghrelin-receptor antagonist. Hypothalamic expression levels of ghrelin were unaltered during the light cycle but decreased during the dark cycle in ob/ob mice; whereas, although unchanged in the light cycle, ghrelin-receptor expression was increased in the dark cycle in obese mice.
    


          Conclusion:
        
      
      The functionality and sensitivity of the ghrelinergic system is dependent on the time of day and the satiety state in leptin-deficient ob/ob mice."
"['Duclos M', 'Gatti C', 'Bessière B', 'Mormède P.']",Tonic and phasic effects of corticosterone on food restriction-induced hyperactivity in rats.,Psychoneuroendocrinology,"In the experimental rat model of anorexia nervosa the interactions between the hyperactivity of the hypothalamo-pituitary-adrenal (HPA) axis and increased physical activity associated with food restriction remain unidentified. In addition to their role in energy homeostasis, glucocorticoids have complex effects in the central nervous system, increasing the salience of activities such as wheel running. The objective of the present study was to analyze the role of corticosterone (cort) on wheel activity in food-restricted rats. Lewis rats were adrenalectomized and replaced with pellets containing increasing amounts of cort that caused different steady-state plasma concentrations from low to high HPA activity. They were given free access to a running wheel and were fed ad libitum or food-restricted. We also investigated the acute effect of cort injection mimicking the prefeeding cort peak on prefeeding wheel activity. Wheel running induced by food restriction was nearly non-existent in adrenalectomized food-restricted rats and increased in a dose-related manner with cort replacement. An acute stimulation of activity was also expressed during the preprandial peak of cort, suppressed by adrenalectomy and experimentally restored by acute cort injection. No such effects of cort were found in ad libitum fed rats. Our data demonstrate that food restriction-induced hyperactivity is critically and quantitatively dependent upon cort, not only on the mean basal levels of the hormone but also on the secretory peak that accompanies the burst of preprandial activity. The present results have special relevance for the pathophysiology of anorexia nervosa and other compulsive behaviors."
"['Li RL', 'Sherbet DP', 'Elsbernd BL', 'Goldstein JL', 'Brown MS', 'Zhao TJ.']","Profound hypoglycemia in starved, ghrelin-deficient mice is caused by decreased gluconeogenesis and reversed by lactate or fatty acids.",J Biol Chem,"When mice are subjected to 7-day calorie restriction (40% of normal food intake), body fat disappears, but blood glucose is maintained as long as the animals produce ghrelin, an octanoylated peptide that stimulates growth hormone secretion. Mice can be rendered ghrelin-deficient by knock-out of the gene encoding either ghrelin O-acyltransferase, which attaches the required octanoate, or ghrelin itself. Calorie-restricted, fat-depleted ghrelin O-acyltransferase or ghrelin knock-out mice fail to show the normal increase in growth hormone and become profoundly hypoglycemic when fasted for 18-23 h. Glucose production in Goat(-/-) mice was reduced by 60% when compared with similarly treated WT mice. Plasma lactate and pyruvate were also low. Injection of lactate, pyruvate, alanine, or a fatty acid restored blood glucose in Goat(-/-) mice. Thus, when body fat is reduced by calorie restriction, ghrelin stimulates growth hormone secretion, which allows maintenance of glucose production, even when food intake is eliminated. In humans with anorexia nervosa or kwashiorkor, ghrelin and growth hormone are known to be elevated, just as they are in fat-depleted mice. We suggest that these two hormones prolong survival in starved humans as they do in mice."
